,price,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,lat,long,region
90519,2400.0,1775.0,2.0,1.5,1,1,0,0,0,0,laundry in bldg,attached garage,41.9257,-87.6407,5.0
90520,1907.0,610.0,1.0,1.0,1,0,1,1,0,0,w/d in unit,attached garage,41.8891,-87.6419,1.0
90521,850.0,620.0,2.0,1.0,0,0,1,0,0,0,laundry in bldg,unknown,41.6686,-87.6754,10.0
90523,1400.0,1000.0,2.0,1.0,0,0,1,0,0,0,laundry in bldg,carport,41.9754,-87.7269,8.0
90526,1395.0,1100.0,2.0,1.0,1,1,0,0,0,0,laundry in bldg,street parking,41.9209,-87.7043,3.0
90530,1275.0,700.0,2.0,1.0,0,0,0,0,0,0,laundry in bldg,street parking,41.9445,-87.7232,8.0
90531,2175.0,900.0,1.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.8954,-87.6423,1.0
90534,1195.0,800.0,2.0,1.0,1,1,0,0,0,0,laundry in bldg,street parking,41.9386,-87.6855,0.0
90535,1600.0,1400.0,3.0,1.0,1,1,0,0,0,0,laundry in bldg,street parking,41.9386,-87.6854,0.0
90536,2300.0,850.0,1.0,1.5,1,1,0,0,0,0,w/d in unit,street parking,41.8866,-87.6454,1.0
90537,1800.0,750.0,2.0,1.0,1,1,0,0,0,0,w/d in unit,attached garage,41.8587,-87.6239,4.0
90538,1500.0,850.0,2.0,1.0,1,1,1,0,0,0,w/d in unit,off-street parking,41.8967,-87.6909,9.0
90541,2978.0,1151.0,2.0,2.0,1,1,0,1,0,0,w/d in unit,attached garage,41.8721,-87.6306,4.0
90542,2260.0,725.0,1.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.8722,-87.6307,4.0
90543,1761.0,636.0,0.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.8721,-87.6306,4.0
90544,1705.0,497.0,0.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.8722,-87.6307,4.0
90545,2350.0,1200.0,2.0,2.0,1,1,1,0,0,0,w/d in unit,detached garage,41.9455,-87.6702,5.0
90546,1900.0,1200.0,1.0,1.0,1,1,0,0,0,0,w/d in unit,attached garage,41.8912,-87.6623,9.0
90547,1779.0,739.0,1.0,1.0,1,1,0,1,1,0,laundry in bldg,attached garage,41.8935,-87.6181,1.0
90549,1470.0,1350.0,3.0,1.0,1,1,0,0,0,0,w/d in unit,off-street parking,41.9648,-87.7054,0.0
90550,1800.0,1300.0,3.0,1.0,1,1,1,0,0,0,w/d in unit,detached garage,41.9523,-87.6873,0.0
90552,2995.0,1300.0,2.0,2.0,1,1,1,0,0,0,w/d in unit,unknown,41.9008,-87.6528,1.0
90553,1795.0,875.0,3.0,1.0,1,1,1,0,0,0,laundry in bldg,unknown,41.9191,-87.7194,3.0
90555,1125.0,1000.0,1.0,1.0,1,0,0,0,0,0,w/d in unit,street parking,42.0095,-87.6689,6.0
90557,2745.0,1517.0,3.0,2.5,1,1,0,0,0,0,w/d in unit,attached garage,41.8657,-87.6242,4.0
90562,1100.0,1000.0,1.0,1.0,1,0,0,0,0,0,w/d in unit,street parking,42.0095,-87.6689,6.0
90572,1254.0,467.0,0.0,1.0,1,0,1,0,0,0,laundry in bldg,unknown,41.9033,-87.6336,1.0
90573,2380.0,860.0,1.0,1.0,1,1,1,1,1,1,w/d in unit,attached garage,41.8916,-87.6147,1.0
90574,2630.0,1800.0,3.0,2.0,1,1,1,0,0,0,w/d in unit,attached garage,41.9396,-87.7009,3.0
90578,2709.0,1195.0,2.0,2.0,1,0,0,0,0,0,laundry in bldg,unknown,41.9033,-87.6336,1.0
90593,2550.0,724.0,1.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.89100000000001,-87.6207,1.0
90594,2540.0,715.0,1.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.89100000000001,-87.6207,1.0
90596,2174.0,633.0,0.0,1.0,1,1,0,1,0,0,w/d in unit,attached garage,41.89100000000001,-87.6207,1.0
90600,1500.0,900.0,2.0,1.0,1,1,1,0,0,1,laundry in bldg,street parking,41.9209,-87.7043,3.0
90602,2650.0,968.0,2.0,2.0,1,1,0,1,0,0,laundry in bldg,attached garage,41.87300000000001,-87.6275,4.0
90603,2500.0,860.0,2.0,1.0,1,1,0,1,0,0,laundry in bldg,attached garage,41.87300000000001,-87.6275,4.0
90604,2595.0,1500.0,3.0,1.0,1,1,1,0,0,0,laundry in bldg,unknown,41.9229,-87.6483,5.0
90605,1965.0,724.0,1.0,1.0,1,1,0,1,0,0,laundry in bldg,attached garage,41.87300000000001,-87.6275,4.0
90606,1640.0,647.0,1.0,1.0,1,1,0,1,0,0,laundry in bldg,attached garage,41.8718,-87.6275,4.0
90607,2100.0,1300.0,3.0,1.0,1,1,1,0,0,0,laundry in bldg,attached garage,41.9223,-87.7024,3.0
90608,1200.0,750.0,1.0,1.0,1,1,1,0,0,0,laundry in bldg,no parking,41.9326,-87.6565,5.0
90609,1750.0,750.0,2.0,1.0,1,1,1,0,0,0,laundry in bldg,unknown,41.9191,-87.7194,3.0
90611,2100.0,1700.0,3.0,2.0,0,0,0,0,0,0,w/d in unit,detached garage,41.7759,-87.5891,7.0
90612,1495.0,850.0,2.0,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking,41.9441,-87.6496,5.0
90614,2195.0,1800.0,3.0,1.0,1,1,1,0,0,0,w/d in unit,detached garage,41.9837,-87.6641,6.0
